,propertyCode,thumbnail,numPhotos,floor,price,propertyType,operation,size,exterior,rooms,bathrooms,address,province,municipality,district,country,latitude,longitude,showAddress,url,distance,description,hasVideo,status,newDevelopment,hasLift,priceByArea,hasPlan,has3DTour,has360,hasStaging,superTopHighlight,topNewDevelopment,detailedType.typology,suggestedTexts.subtitle,suggestedTexts.title,parkingSpace.hasParkingSpace,parkingSpace.isParkingSpaceIncludedInPrice,detailedType.subTypology,externalReference,neighborhood,parkingSpace.parkingSpacePrice,labels,newDevelopmentFinished
24,98508400,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/11/1f/d5/1014740091.jpg,15,1,110000.0,flat,sale,54.0,True,2,1,Calle Vila de Negreira,A Coruña,A Coruña,Agra del Orzán - Ventorrillo,es,43.3633215,-8.422871,False,https://www.idealista.com/inmueble/98508400/,2507,"Entrando en nuestra página web podrás ver la ficha técnica con todos los datos del inmueble y un plano de distribución con los metros cuadrados de cada estancia. También podrás almacenar una búsqueda y recibirás cada semana en tu email los inmuebles que se adapten a tus criterios. CALLE VILLA DE NEGREIRA (AGRA DEL ORZAN - VENTORRILLO). - Un dormitorio, una habitación italiana, salón, vestidor, cocina y baño. Es un primero sin ascensor. El salón y el dormitorio principal dan a la calle. El piso está reformado y queda con los muebles (tal y como se ve en las fotografías). Nuestros asesores inmobiliarios están especializados por zonas para poder darle el mejor servicio y que el inmueble que usted compre esté a un precio de mercado adecuado. Además verificamos todos los datos de los inmuebles (metros, antigüedad, calidades, etc. ) y con cada visita le entregamos una ficha (con todas las características, un plano, información de la zona y los gastos adicionales al precio de compra). Horario de 10.00 a 14.00 y de 16.00 a 20.00 de lunes a viernes. Este anuncio no es vinculante (puede contener errores). Se muestra a título informativo y no contractual.",False,good,False,False,2037.0,True,False,False,False,False,False,flat,"Agra del Orzán - Ventorrillo, A Coruña",Piso en Calle Vila de Negreira,,,,22/061,,,,
25,98979346,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/81/fc/09/1030306484.jpg,18,1,110000.0,flat,sale,62.0,True,2,1,Villa de Negreira,A Coruña,A Coruña,Agra del Orzán - Ventorrillo,es,43.3645215,-8.420271,False,https://www.idealista.com/inmueble/98979346/,2260,"PISO EXTERIOR en VENTA, REFORMADO y AMUEBLADO de 56 m², situado en la Villa de Negreira a escasos metros de la Ronda de Nelle, con todos los servicios necesarios cerca. La vivienda se distribuye en hall, cocina equipada independiente con tendedero exterior. Salón completo con zona de estudio o comedor. Dos dormitorios, uno de ellos en italiana. Cuarto de baño completo con plato de ducha. Vestidor. El piso se entrega amueblado, además de estar en una zona con mucha demanda, es IDEAL COMO INVERSION.",False,good,False,False,1774.0,False,False,False,False,False,False,flat,"Agra del Orzán - Ventorrillo, A Coruña",Piso en Villa de Negreira,,,,PV 040,,,,
26,99206584,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/1a/96/6b/1036644348.jpg,47,5,255000.0,flat,sale,150.0,True,3,2,Ronda de Outeiro,A Coruña,A Coruña,Os Mallos,es,43.3569621,-8.4136581,False,https://www.idealista.com/inmueble/99206584/,2571,"LUMINOSO, SOLEADO Y AMPLIO PISO REFORMADO BIEN SITUADO CON TODAS LAS COMODIDADES, COMPLETAMENTE EXTERIOR Consta de tres habitaciones, dos cuartos de baño completos, cocina, office, salón, vestíbulo y pasillo, toda la casa es exterior con ventanas a fachada y patio de manzana.  Se entra a un amplio vestíbulo, a la derecha encontramos un magnifico salón rectangular de gran tamaño, 38m2, con ventanales en toda la fachada de derecha a izquierda con orientación Sur por lo que recibe luz y sol toda la tarde. El pasillo tiene armarios empotrados y ventanales hacia el patio de manzana. La habitación principal con zona de vestidor, baño completo con ducha y zona de jacuzzi. Los baños completos, uno con ducha y otro con ducha y bañera, también exteriores. Cocina reformada muy luminosa y con zona de conexión con oficio-comedor.  Ventanas de aluminio climalit con doble cristal y persianas (motorizadas en el salón).  Calefacción individual con radiadores en toda la vivienda y agua caliente de gas natural. Sistema de llamada de emergencia en dormitorios, e iluminación de emergencia ante apagones. Suelos de madera de toda la vivienda recién barnizados. Puerta blindada El portal de acceso a la vivienda sin barreras arquitectónicas, con rampa para sillas, muy espacioso y con acabados en madera y mármol/granito, dispones de ascensores. Posibilidad de plaza de garaje. Muy bien situado, la zona tiene todos los servicios, supermercados, comercios...",False,good,False,True,1700.0,True,False,False,False,False,False,flat,"Os Mallos, A Coruña",Piso en Ronda de Outeiro,,,,,,,,
27,98710955,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/22/17/59/1021295668.jpg,23,1,148000.0,flat,sale,98.0,True,4,2,Calle ENTREPEÑAS,A Coruña,A Coruña,Agra del Orzán - Ventorrillo,es,43.3635315,-8.4220398,False,https://www.idealista.com/inmueble/98710955/,2440,"Se vende piso en la zona de El Agra del Orzán, muy bien comunicado con todos los servicios a mano. Se trata de una vivienda distribuída en luminoso salón con estancia en italiana, perfecta para un comedor. Amplia cocina, amueblada y semi equipada con acceso a una terraza de unos 23 m² y uso privado. Tres amplios dormitorios, uno de ellos en italiana. Consta de un cuarto de baño completo con plato de ducha y un aseo, ambos con ventana. Ventanas oscilobatientes con rotura térmica y cristales climalit, recientemente renovadas. Dispone de calefacción de gas Posibilidad de financiación del 100 % Para más inmuebles consulta nuestra web privada.",True,good,False,True,1510.0,False,False,False,False,False,False,flat,"Agra del Orzán - Ventorrillo, A Coruña",Piso en Calle ENTREPEÑAS,,,,V1066P,,,,
28,98664584,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/92/9d/de/1019745097.jpg,40,5,260000.0,flat,sale,107.0,True,3,2,"Calle Jacinto Benavente, 1",A Coruña,A Coruña,Los Castros - Castrillón,es,43.3529188,-8.3966361,True,https://www.idealista.com/inmueble/98664584/,2715,"Luminosa vivienda en quinta planta de edificio moderno, construido en 2001, en excelente estado de conservación. Se distribuye en salón comedor, cocina con lavadero-tendedero, tres dormitorios siendo uno de ellos en suite con baño y un segundo baño completo de servicio a la vivienda. Ambos baños han sido recientemente renovados. La vivienda cuenta con armarios empotrados y mucho almacenaje. Dispone de trastero y plaza de garaje en el propio edificio. Ubicado a cinco minutos a pie del Corte Inglés de Cuatro Caminos! Con excelente conexión a las salidas y entradas de la ciudad de A Coruña y rodeado de todos los servicios e infraestructuras propias del centro urbano. Ven a verlo, te gustará! [IW].",False,good,False,True,2430.0,False,False,False,False,False,False,flat,"Los Castros - Castrillón, A Coruña","Piso en Calle Jacinto Benavente, 1",True,True,,B239,,,,
29,98650337,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/8e/52/d6/1045726290.jpg,24,5,260000.0,flat,sale,106.0,False,3,2,Os Mallos,A Coruña,A Coruña,Os Mallos,es,43.3546012,-8.4119756,False,https://www.idealista.com/inmueble/98650337/,2748,"_Estupendo dúplex invertido en la zona de los Mallos, a un paso del parque de Santa Margarita y de Vioño. Quinta planta con ascensor. 106M2. CON GARAJE Y TRASTERO EN EL MISMO EDIFICIO. _La vivienda consta de 100m2 útiles distribuidos en dos plantas. En la planta baja encontramos actualmente tres habitaciones amplias, dos de ellas con armario empotrado, un baño completo totalmente reformado y dos armarios empotrados, uno aprovechando el hueco de la escalera y otro en la entrada. En la planta alta se encuentra la cocina totalmente equipada, el salón comedor y un baño completo con plato de ducha. Tanto la cocina como el salón dan a la fachada principal con unas estupendas ventanas velux y vistas despejadas, los dormitorios dan a un patio muy amplio. _La vivienda tiene una buena plaza de garaje y un trastero en el mismo sótano, con acceso directo desde el ascensor. Consta de calefacción a gas ciudad, ventanas con rotura de puente térmico y ventanas velux. Ambos baños han sido reformados, así como la cocina. Los suelos necesitan una puesta a punto. Venga a visitarlo y le encantará. ENSEÑA ASINMO.",False,good,False,True,2453.0,True,False,True,False,False,False,flat,"Os Mallos, A Coruña",Piso,True,True,,08611,,,,
30,98105501,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/3d/7a/7c/1005883750.jpg,20,3,129000.0,flat,sale,41.0,True,1,1,Avenida DE SANTA CRISTINA,A Coruña,Oleiros,Perillo,es,43.3347301,-8.3787958,False,https://www.idealista.com/inmueble/98105501/,4994,"PRECIOSO APARTAMENTO EN SANTA CRISTINA! . ¡OPORTUNIDAD, para inversores o vivienda habitual! Situación IDEAL, con todos los SERVICIOS cerca, facilidad para entrar y salir de CORUÑA. A un paso de la playa, disfruta de LUZ NATURAL, durante todo el DÍA. Cerca de zonas VERDES y PARQUES. La propiedad se compone de un salón LUMINOSO con grandes VENTANALES (climalit), unido con la cocina AMERICANA, la cual cuenta con todos sus ELECTRODOMÉSTICOS. Dormitorio con armarios EMPOTRADOS, espacio aprovechado al máximo, acogedor y cómodo. Un baño completo le da servicio a todo el hogar. Este anuncio no es vinculante y puede cometer errores, se muestra a título informativo y no contractual.",True,good,False,True,3146.0,True,False,False,False,False,False,flat,"Perillo, Oleiros",Piso en Avenida DE SANTA CRISTINA,,,,Ma - 0238,,,"[{'name': 'apartamentoType', 'text': 'Apartamento'}]",
31,98838154,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/db/b0/51/1025427539.jpg,15,3,129000.0,flat,sale,40.0,False,1,1,Perillo,A Coruña,Oleiros,Perillo,es,43.3355981,-8.3758425,False,https://www.idealista.com/inmueble/98838154/,4986,"Precioso estudio ubicado frente a la playa de Santa Cristina, área con todos los servicios en su entorno como restaurantes, comercios, farmacias, bancos, etc. , muy bien comunicada con otras localidades y a escasos minutos en coche del centro de A Coruña. La vivienda que se situa en la tercera planta de un edificio residencial con ascensor cuenta con 40m2 distribuidos en un dormitorio con armario empotrado, un cuarto de baño completo con plato de ducha y salón comedor con cocina americana completamente amueblada y equipada. Inmueble muy luminoso en ubicación excepcional! No deje escapar esta oportunidad y llámenos para solicitar más información y concertar una visita.",False,good,False,True,3225.0,False,False,False,False,False,False,flat,"Perillo, Oleiros",Piso,,,,10816,,,,
32,98739934,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/43/82/98/1029408759.jpg,40,5,255000.0,flat,sale,150.0,True,3,2,Ronda de Outeiro,A Coruña,A Coruña,Os Mallos,es,43.3549095,-8.4111539,False,https://www.idealista.com/inmueble/98739934/,2690,"AL LADO DE LA FUTURA INTERMODAL Y CORTE INGLÉS! REF: 5407 Rias Altas a un paso de la estación de tren. Uno de los detalles a destacar es su gran luminosidad debido a su orientación sur. Ventanal con galería a fachada principal, así como la cocina, el salón comedor y el dormitorio principal que reciben luz de un amplio patio de manzana abierto. Según nos adentramos en el piso, nos encontramos con un espacioso hall/vestíbulo. Siguiendo, nos encontramos con el salón comedor, exterior, de 38 m2 en la que se diferencian 2 ambientes. Cocina reformada y totalmente equipada, con zona de office y muy luminosa. En cuanto a los tres dormitorios, todos ellos dobles, cabe decir que el principal cuenta con zona de vestidor, en suite con baño completo con bañera de hidromasaje y ducha. Ventanas de aluminio climalit y con persianas motorizadas, calefacción y agua caliente por gas natural.. . Plaza de garaje opcional fuera del edificio. Portal sin barreras arquitectónicas, así como con acabados en madera y mármol. Si buscas un estilo de vida diferente y rompedor, esta puede ser tu futura vivienda. No lo dudes y llámanos para visitar..",True,good,False,True,1700.0,True,False,False,False,False,False,flat,"Os Mallos, A Coruña",Piso en Ronda de Outeiro,,,,5407A,,,,
33,96099948,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/64/d1/f5/936723019.jpg,26,,215000.0,chalet,sale,347.0,False,6,2,"Lonzas, 2",A Coruña,A Coruña,Someso - Matogrande,es,43.3441254,-8.4149052,True,https://www.idealista.com/inmueble/96099948/,3919,"Ubicadas en la Coruña en Lonzas - O Birloque, cerca de la rotonda que va hacia El Corte Ingles y salida hacia la tercera ronda, y Alfonso molina, accesos muy fáciles a la entrada y salida de A Coruña y a lo polígonos de A Grela y Pocomaco. Su ubicación privilegiada nos permite vivir en la ciudad con la independencia de una casa con jardín y terraza. Ubicación muy cercana a varios centros comerciales: El Corte Ingles, Marineda, Carrefour, Alcampo.. . La propiedad esta formada por dos viviendas de 81 m2 y 138m2 respectivamente, adicional tiene tres almacenes de 81m2, 22m2 y 46m2 donde se pueden reformar y habilitar para uso de las viviendas.  Cuenta con una entrada peatonal y vehicular para tres coches mínimo, donde nos encontramos una primera vivienda donde consta de una cocina con tendedero y su cuarto de baño, un salón y tres habitaciones.. .  A la segunda vivienda se acede por la planta primera a las habitaciones, y en la planta inferior esta la cocina un baño y un salón amplio con acceso al jardín de la vivienda.. . La dos viviendas están para reformar, el suelo es urbano zona edificatoria zonal 3 para poder construir se tiene que aprobar un estudio de detalle. ideal para inversionistas que deseen reformar y alquilar por su ubicación cerca de la universidad y a un paso de todo. Este anuncio no es vinculante, puede contener errores. Se muestra a titulo informativo y no contractual.",False,renew,False,,620.0,True,False,False,False,False,False,chalet,"Someso - Matogrande, A Coruña","Chalet adosado en Lonzas, 2",True,True,terracedHouse,0012,,,,
34,98617199,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/3e/c0/96/1018329592.jpg,41,3,125000.0,flat,sale,55.0,True,1,1,"Orzan, 83",A Coruña,A Coruña,Monte Alto - Zalaeta - Atocha,es,43.3702614,-8.4035143,True,https://www.idealista.com/inmueble/98617199/,880,"Pleno centro, muy buena inversión, perfecto para alquilar, o primera vivienda para gente joven, se escuchan ofertas. Apartamento en la calle del Orzán con muchisíma luz y ventanas en todas las estancias, incluido en el baño. Tiene una hermosa cocina independiente con todos los electrodomésticos, incluido lavavajillas. Tiene un dormitorio con un trastero al lado que se podría convertir en vestidor, o tirar el tabique para hacer un dormitorio mas grande. El trastero también dispone de ventana, el salón comedor es una habitación con otra italiana. En algunos de los pisos lo convirtieron en 2º dormitorio pero habría que pasar por el salón y no tendría ventana. Está para entrar a vivir, aunque con una pequeña reforma podría quedar precioso. No dispone de ascensor. Pero compensaría la inmensa claridad de que dispone el apartamento. Ventanas climalit.  Ya está cambiada la fontanería y electricidad de todo el edificio La zona es pleno centro, está al lado de la plaza del Africano, la cual no tiene nada de hostelería y es un lugar tranquilo.",False,renew,False,False,2273.0,True,False,False,False,False,False,flat,"Monte Alto - Zalaeta - Atocha, A Coruña","Piso en Orzan, 83",,,,,,,"[{'name': 'apartamentoType', 'text': 'Apartamento'}]",
35,98687183,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/9b/08/32/1028247464.jpg,12,3,129000.0,flat,sale,40.0,True,1,1,Avenida Santa Cristina,A Coruña,Oleiros,Perillo,es,43.3375981,-8.3763425,False,https://www.idealista.com/inmueble/98687183/,4764,"Precioso apartamento en Santa Cristina, a 100 metros de la playa! Consta de una superficie construida de 40 metros cuadrados. La vivienda está completamente reformada recientemente. El inmueble se distribuye en cocina, salón con gran ventanal, dormitorio con armario semi empotrado y baño completo con plato de ducha. Zona con todos los servicios próximos como Centro de salud, supermercado, etc. Ideal para alquiler turístico o para disfrutarlo como tu vivienda habitual. Consulta sin compromiso!",True,good,False,True,3225.0,False,False,False,False,False,False,flat,"Perillo, Oleiros",Piso en Avenida Santa Cristina,,,,120VPC,,,"[{'name': 'apartamentoType', 'text': 'Apartamento'}]",
